strategy_name,start_date,end_date,trade_days,benchmark_code,strategy_return_pct,max_drawdown_pct,win_rate_pct,benchmark_return_pct,annual_return_pct,profit_loss_ratio_pct,alpha_ratio,benchmark_annual_return_pct,profit_count,beta_ratio,excess_return_pct,loss_count,sharpe_ratio,annual_excess_return_pct,information_ratio,sortino_ratio,daily_win_rate_pct,avg_hold_days
strategy,2020-01-02,2020-06-30,117,000300,3.3845733256255173,16.93432336156535,47.91666666666667,1.6447866268936462,7.371330011090049,102.4432303019809,0.06772624439242636,3.5473814607217324,23,1.0022438077040576,3.102316037992825,25,0.1468520579246809,6.745930492507068,0.4345385415535181,0.19601916299415514,47.008547008547005,23.208333333333332
