code,segment,kind,time,time_human,field,lib_val,fresh_val,abs_diff
600039,daily,TIME_MISSING_FRESH,1557158400000,2019-05-06 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557244800000,2019-05-07 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557331200000,2019-05-08 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557417600000,2019-05-09 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557676800000,2019-05-12 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557763200000,2019-05-13 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557849600000,2019-05-14 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1557936000000,2019-05-15 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558022400000,2019-05-16 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558281600000,2019-05-19 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558368000000,2019-05-20 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558454400000,2019-05-21 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558540800000,2019-05-22 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558627200000,2019-05-23 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558886400000,2019-05-26 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1558972800000,2019-05-27 16:00:00,,,,
600039,daily,TIME_MISSING_FRESH,1559059200000,2019-05-28 16:00:00,,,,
