strategy_name,start_date,end_date,trade_days,benchmark_code,strategy_return_pct,max_drawdown_pct,win_rate_pct,benchmark_return_pct,annual_return_pct,profit_loss_ratio_pct,alpha_ratio,benchmark_annual_return_pct,profit_count,beta_ratio,excess_return_pct,loss_count,sharpe_ratio,annual_excess_return_pct,information_ratio,sortino_ratio,daily_win_rate_pct,avg_hold_days
strategy,2020-01-02,2026-07-31,1594,000300,481.74411015371703,27.23356154764156,58.110516934046345,12.000742082419968,31.80720354094797,177.55566843835527,0.2982047013696408,1.7934220586616423,326,0.7126614051495047,471.2447170550522,235,1.0901398278822167,31.431234742925064,1.1456103952872532,1.5628388219826292,53.19949811794228,127.10695187165776
