code,end_date,fi_ann_date,fi_eps_orig,fi_data_source,ic_ann_date,ic_basic_eps
300899,1569772800000,1603900800000,,mcp,1603900800000,0.77
300899,1585584000000,1619107200000,,mcp,1619107200000,-0.1637
300899,1751212800000,1756310400000,,mcp,1756310400000,0.4963
300900,1585584000000,1619625600000,,mcp,1619625600000,-0.02
300901,1585584000000,1619539200000,,mcp,1619539200000,0.11
300902,1585584000000,1619452800000,,mcp,1619452800000,0.11
300905,1585584000000,1618502400000,,mcp,1618502400000,0.22
300906,1585584000000,1619020800000,,mcp,1619020800000,0.0072
300907,1585584000000,1619452800000,,mcp,1619452800000,-0.0297
300908,1585584000000,1618934400000,,mcp,1618934400000,0.38
300909,1585584000000,1619539200000,,mcp,1619539200000,0.17
300910,1585584000000,1619366400000,,mcp,1619366400000,0.24
300911,1585584000000,1619452800000,,mcp,1619452800000,0.0705
300912,1585584000000,1619452800000,,mcp,1619452800000,0.12
300913,1585584000000,1619107200000,,mcp,1619107200000,0.1561
300915,1585584000000,1619107200000,,mcp,1619107200000,0.0861
300916,1585584000000,1619107200000,,mcp,1619107200000,0.48
300917,1585584000000,1619539200000,,mcp,1619539200000,0.2173
300917,1703952000000,1713715200000,,mcp,1713715200000,0.71
300918,1585584000000,1619539200000,,mcp,1619539200000,0.08
300919,1601395200000,1635350400000,,mcp,1635350400000,0.55
300920,1585584000000,1619539200000,,mcp,1619539200000,0.35
300921,1585584000000,1619020800000,,mcp,1619020800000,0.39
300921,1601395200000,1635523200000,,mcp,1635523200000,0.56
300923,1585584000000,1618934400000,,mcp,1618934400000,0.0793
300925,1585584000000,1619625600000,,mcp,1619625600000,0.21
300926,1585584000000,1619625600000,,mcp,1619625600000,0.06
300926,1688054400000,1692028800000,,mcp,1692028800000,0.542
300927,1585584000000,1619452800000,,mcp,1619452800000,0.212
300928,1585584000000,1619107200000,,mcp,1619107200000,0.01
300929,1585584000000,1619193600000,,mcp,1619193600000,0.18
300929,1601395200000,1635264000000,,mcp,1635264000000,0.67
300930,1585584000000,1619452800000,,mcp,1619452800000,0.09
300931,1593446400000,1627401600000,,mcp,1627401600000,0.09
300932,1585584000000,1619539200000,,mcp,1619539200000,0.3
300933,1585584000000,1619452800000,,mcp,1619452800000,0.0382
300935,1585584000000,1619539200000,,mcp,1619539200000,-0.05
300936,1585584000000,1619452800000,,mcp,1619452800000,0.1432
300937,1585584000000,1618502400000,,mcp,1618502400000,0.15
300938,1585584000000,1619539200000,,mcp,1619539200000,-0.0508
300939,1585584000000,1619452800000,,mcp,1619452800000,0.19
300940,1585584000000,1619452800000,,mcp,1619452800000,0.1405
300940,1688054400000,1693238400000,,mcp,1693238400000,-0.4154
300941,1585584000000,1619539200000,,mcp,1619539200000,0.14
300942,1585584000000,1619625600000,,mcp,1619625600000,0.09
300943,1585584000000,1619366400000,,mcp,1619366400000,0.11
300945,1585584000000,1619625600000,,mcp,1619625600000,0.04
300945,1688054400000,1693324800000,,mcp,1693324800000,0.25
300946,1585584000000,1618934400000,,mcp,1618934400000,0.31
300947,1585584000000,1619452800000,,mcp,1619452800000,0.77
300948,1585584000000,1619452800000,,mcp,1619452800000,0.12
300949,1585584000000,1619625600000,,mcp,1619625600000,-0.03
300949,1601395200000,1635264000000,,mcp,1635264000000,1.37
300950,1585584000000,1619452800000,,mcp,1619452800000,-0.0255
300950,1601395200000,1635350400000,,mcp,1635350400000,0.3634
300951,1585584000000,1619366400000,,mcp,1619366400000,0.31
300951,1601395200000,1635264000000,,mcp,1635264000000,1.52
300952,1585584000000,1619452800000,,mcp,1619452800000,0.1542
300952,1601395200000,1635177600000,,mcp,1635177600000,0.79
300953,1585584000000,1619366400000,,mcp,1619366400000,0.01
300953,1601395200000,1635177600000,,mcp,1635177600000,0.97
300955,1585584000000,1619625600000,,mcp,1619625600000,0.07
300955,1601395200000,1635264000000,,mcp,1635264000000,0.88
300956,1601395200000,1635177600000,,mcp,1635177600000,0.8638
300957,1585584000000,1619625600000,,mcp,1619625600000,0.15
300957,1601395200000,1635264000000,,mcp,1635264000000,0.6
300958,1585584000000,1619366400000,,mcp,1619366400000,-0.08
300959,1585584000000,1619452800000,,mcp,1619452800000,0.32
300959,1601395200000,1635264000000,,mcp,1635264000000,0.97
300960,1585584000000,1619539200000,,mcp,1619539200000,0.02
300960,1601395200000,1635264000000,,mcp,1635264000000,0.44
300960,1696003200000,1698422400000,,mcp,1698422400000,0.1562
300960,1759161600000,1761580800000,,mcp,1761580800000,0.185
300961,1585584000000,1619539200000,,mcp,1619539200000,-0.03
300961,1601395200000,1635350400000,,mcp,1635350400000,0.42
300962,1585584000000,1619539200000,,mcp,1619539200000,0.0142
300962,1601395200000,1635264000000,,mcp,1635264000000,0.2347
300962,1696003200000,1698163200000,,mcp,1698163200000,0.3656
300963,1585584000000,1619452800000,,mcp,1619452800000,0.037
300963,1601395200000,1635264000000,,mcp,1635264000000,0.5481
300964,1601395200000,1635350400000,,mcp,1635350400000,1.1153
300965,1585584000000,1619107200000,,mcp,1619107200000,0.4486
300965,1601395200000,1635177600000,,mcp,1635177600000,1.5722
300966,1585584000000,1619625600000,,mcp,1619625600000,-0.03
300966,1601395200000,1635264000000,,mcp,1635264000000,0.36
300966,1688054400000,1693238400000,,mcp,1693238400000,0.15
300966,1703952000000,1714060800000,,mcp,1714060800000,0.2
300967,1585584000000,1619625600000,,mcp,1619625600000,0.121
300967,1727625600000,1729180800000,,mcp,1729180800000,-0.0451
300968,1585584000000,1619539200000,,mcp,1619539200000,0.04
300968,1601395200000,1635436800000,,mcp,1635436800000,0.32
300968,1751212800000,1756396800000,,mcp,1756396800000,0.0015
300969,1585584000000,1619539200000,,mcp,1619539200000,0.24
300969,1601395200000,1635436800000,,mcp,1635436800000,0.7
300970,1585584000000,1619539200000,,mcp,1619539200000,1.65
300970,1601395200000,1635264000000,,mcp,1635264000000,2.33
300970,1688054400000,1692374400000,,mcp,1692374400000,0.9148
300971,1585584000000,1619539200000,,mcp,1619539200000,0.07
300971,1601395200000,1635177600000,,mcp,1635177600000,0.8
300972,1585584000000,1619625600000,,mcp,1619625600000,0.47
300972,1601395200000,1635264000000,,mcp,1635264000000,0.62
300973,1585584000000,1619539200000,,mcp,1619539200000,0.144
300973,1601395200000,1635436800000,,mcp,1635436800000,1.25
300975,1585584000000,1619625600000,,mcp,1619625600000,0.0986
300976,1585584000000,1619625600000,,mcp,1619625600000,0.9
300976,1601395200000,1635350400000,,mcp,1635350400000,3.84
300977,1585584000000,1619625600000,,mcp,1619625600000,-0.2844
300977,1601395200000,1635177600000,,mcp,1635177600000,1.374
300978,1585584000000,1619625600000,,mcp,1619625600000,0.078
300978,1601395200000,1635436800000,,mcp,1635436800000,0.38
300979,1585584000000,1619625600000,,mcp,1619625600000,0.39
300979,1601395200000,1635350400000,,mcp,1635350400000,1.25
300980,1585584000000,1619625600000,,mcp,1619625600000,0.13
300980,1601395200000,1634832000000,,mcp,1634832000000,0.92
300981,1601395200000,1635264000000,,mcp,1635264000000,12.8251
300981,1719676800000,1724947200000,,mcp,1724947200000,0.0836
300982,1601395200000,1635350400000,,mcp,1635350400000,1.41
300983,1585584000000,1619625600000,,mcp,1619625600000,0.59
300983,1601395200000,1635350400000,,mcp,1635350400000,2.844
300984,1601395200000,1635264000000,,mcp,1635264000000,1.01
300985,1593446400000,1629907200000,,mcp,1629907200000,1.181
300986,1601395200000,1635264000000,,mcp,1635264000000,1.31
300987,1601395200000,1635350400000,,mcp,1635350400000,0.28
300988,1601395200000,1635350400000,,mcp,1635350400000,0.75
300989,1601395200000,1635177600000,,mcp,1635177600000,1.12
300990,1601395200000,1635177600000,,mcp,1635177600000,2.22
300991,1601395200000,1635264000000,,mcp,1635264000000,0.71
300992,1593446400000,1629907200000,,mcp,1629907200000,0.57
300993,1601395200000,1635264000000,,mcp,1635264000000,0.74
300994,1601395200000,1635177600000,,mcp,1635177600000,0.65
300995,1601395200000,1635177600000,,mcp,1635177600000,1.15
300996,1601395200000,1635177600000,,mcp,1635177600000,0.1768
300997,1601395200000,1635177600000,,mcp,1635177600000,0.3091
300998,1601395200000,1635264000000,,mcp,1635264000000,0.3884
300999,1569772800000,1604073600000,,mcp,1604073600000,0.72
300999,1585584000000,1619712000000,,mcp,1619712000000,0.25
301000,1601395200000,1635264000000,,mcp,1635264000000,1.661
301002,1601395200000,1635177600000,,mcp,1635177600000,0.88
301003,1601395200000,1635264000000,,mcp,1635264000000,1.7373
301004,1593446400000,1629907200000,,mcp,1629907200000,0.39
301004,1601395200000,1635436800000,,mcp,1635436800000,0.53
301005,1601395200000,1635177600000,,mcp,1635177600000,1.19
301006,1601395200000,1635264000000,,mcp,1635264000000,1.13
301007,1601395200000,1635264000000,,mcp,1635264000000,0.25
301008,1601395200000,1635177600000,,mcp,1635177600000,1.0
301009,1601395200000,1635350400000,,mcp,1635350400000,0.8242
301010,1601395200000,1635350400000,,mcp,1635350400000,0.24
301011,1601395200000,1635350400000,,mcp,1635350400000,0.33
301012,1601395200000,1635350400000,,mcp,1635350400000,0.57
301012,1696003200000,1698163200000,,mcp,1698163200000,0.0226
301013,1593446400000,1629648000000,,mcp,1629648000000,0.39
301015,1601395200000,1635436800000,,mcp,1635436800000,0.34
301016,1601395200000,1635177600000,,mcp,1635177600000,0.96
301017,1601395200000,1635436800000,,mcp,1635436800000,0.34
301018,1601395200000,1635264000000,,mcp,1635264000000,0.3
301019,1601395200000,1635350400000,,mcp,1635350400000,1.05
301020,1601395200000,1635264000000,,mcp,1635264000000,0.67
301021,1601395200000,1635436800000,,mcp,1635436800000,0.2587
301022,1601395200000,1635177600000,,mcp,1635177600000,1.0125
301022,1703952000000,1713801600000,,mcp,1713801600000,0.2799
301023,1601395200000,1635264000000,,mcp,1635264000000,1.8107
301024,1601395200000,1635177600000,,mcp,1635177600000,1.6413
301025,1601395200000,1634832000000,,mcp,1634832000000,0.0924
301026,1601395200000,1635177600000,,mcp,1635177600000,0.9308
301027,1601395200000,1635264000000,,mcp,1635264000000,0.66
301028,1593446400000,1629993600000,,mcp,1629993600000,0.21
301029,1601395200000,1635264000000,,mcp,1635264000000,0.52
301030,1601395200000,1635264000000,,mcp,1635264000000,0.23
301031,1601395200000,1635264000000,,mcp,1635264000000,0.7917
301031,1688054400000,1692892800000,,mcp,1692892800000,0.858
301031,1751212800000,1756310400000,,mcp,1756310400000,1.39
301032,1601395200000,1635177600000,,mcp,1635177600000,0.35
301033,1593446400000,1630080000000,,mcp,1630080000000,0.31
301035,1601395200000,1635350400000,,mcp,1635350400000,2.07
301036,1601395200000,1635091200000,,mcp,1635091200000,1.45
301037,1601395200000,1635436800000,,mcp,1635436800000,1.1307
301038,1601395200000,1635436800000,,mcp,1635436800000,0.5112
301039,1601395200000,1635264000000,,mcp,1635264000000,0.49
301040,1601395200000,1635177600000,,mcp,1635177600000,1.3148
301041,1601395200000,1635264000000,,mcp,1635264000000,0.46
301042,1601395200000,1635177600000,,mcp,1635177600000,1.0393
301043,1601395200000,1635436800000,,mcp,1635436800000,0.95
301045,1593446400000,1629993600000,,mcp,1629993600000,0.58
301046,1593446400000,1630252800000,,mcp,1630252800000,0.39
301047,1593446400000,1629993600000,,mcp,1629993600000,6.5622
301048,1601395200000,1635264000000,,mcp,1635264000000,0.0
301049,1601395200000,1635177600000,,mcp,1635177600000,1.42
301049,1617120000000,1650902400000,,mcp,1650902400000,0.2836
301050,1617120000000,1650816000000,,mcp,1650816000000,1.09
301051,1601395200000,1635350400000,,mcp,1635350400000,2.58
301051,1617120000000,1650988800000,,mcp,1650988800000,1.29
301052,1601395200000,1635177600000,,mcp,1635177600000,0.3732
301052,1617120000000,1651075200000,,mcp,1651075200000,0.1363
301053,1601395200000,1635177600000,,mcp,1635177600000,0.59
301053,1617120000000,1650470400000,,mcp,1650470400000,0.1983
301055,1601395200000,1635177600000,,mcp,1635177600000,0.4438
301055,1617120000000,1651161600000,,mcp,1651161600000,0.2
301056,1601395200000,1635350400000,,mcp,1635350400000,0.21
301056,1617120000000,1650902400000,,mcp,1650902400000,0.06
301057,1601395200000,1635177600000,,mcp,1635177600000,0.48
301057,1617120000000,1650988800000,,mcp,1650988800000,0.19
301058,1601395200000,1635264000000,,mcp,1635264000000,0.1
301058,1617120000000,1650816000000,,mcp,1650816000000,0.04
301059,1601395200000,1635264000000,,mcp,1635264000000,0.44
301059,1617120000000,1650988800000,,mcp,1650988800000,0.14
301060,1601395200000,1635264000000,,mcp,1635264000000,0.2634
301060,1617120000000,1651161600000,,mcp,1651161600000,0.1513
301060,1751212800000,1756137600000,,mcp,1756137600000,-0.01
301061,1601395200000,1635264000000,,mcp,1635264000000,2.57
301061,1617120000000,1651161600000,,mcp,1651161600000,1.39
301062,1601395200000,1635436800000,,mcp,1635436800000,0.21
301062,1617120000000,1651161600000,,mcp,1651161600000,0.12
301063,1617120000000,1651075200000,,mcp,1651075200000,0.29
301065,1601395200000,1635177600000,,mcp,1635177600000,1.25
301065,1617120000000,1650902400000,,mcp,1650902400000,0.29
301066,1601395200000,1635350400000,,mcp,1635350400000,0.45
301066,1617120000000,1650902400000,,mcp,1650902400000,0.13
301067,1601395200000,1635264000000,,mcp,1635264000000,1.13
301067,1617120000000,1651075200000,,mcp,1651075200000,0.31
301068,1601395200000,1635091200000,,mcp,1635091200000,0.93
301068,1617120000000,1651075200000,,mcp,1651075200000,0.26
301069,1617120000000,1650556800000,,mcp,1650556800000,0.1429
301070,1601395200000,1635264000000,,mcp,1635264000000,1.15
301070,1617120000000,1650902400000,,mcp,1650902400000,0.06
301071,1617120000000,1650988800000,,mcp,1650988800000,0.9
301072,1601395200000,1635350400000,,mcp,1635350400000,0.43
301072,1617120000000,1651075200000,,mcp,1651075200000,0.19
301073,1617120000000,1650902400000,,mcp,1650902400000,0.12
301075,1601395200000,1634745600000,,mcp,1634745600000,1.01
301075,1617120000000,1650988800000,,mcp,1650988800000,0.36
301076,1601395200000,1635350400000,,mcp,1635350400000,0.96
301076,1617120000000,1650902400000,,mcp,1650902400000,0.35
301077,1601395200000,1635264000000,,mcp,1635264000000,1.43
301077,1617120000000,1650816000000,,mcp,1650816000000,0.5
301078,1601395200000,1635523200000,,mcp,1635523200000,0.2644
301078,1617120000000,1651075200000,,mcp,1651075200000,0.0415
301079,1617120000000,1650988800000,,mcp,1650988800000,0.13
301080,1601395200000,1635436800000,,mcp,1635436800000,1.2962
301080,1617120000000,1650643200000,,mcp,1650643200000,0.6756
301081,1617120000000,1650902400000,,mcp,1650902400000,0.17
301082,1617120000000,1651075200000,,mcp,1651075200000,0.09
301083,1617120000000,1651161600000,,mcp,1651161600000,0.1182
301083,1688054400000,1692288000000,,mcp,1692288000000,0.1007
301083,1696003200000,1698163200000,,mcp,1698163200000,0.1824
301085,1601395200000,1635436800000,,mcp,1635436800000,1.35
301085,1617120000000,1650988800000,,mcp,1650988800000,0.4
301086,1601395200000,1635264000000,,mcp,1635264000000,1.71
301086,1617120000000,1650816000000,,mcp,1650816000000,0.66
301087,1601395200000,1635436800000,,mcp,1635436800000,2.76
301087,1617120000000,1651075200000,,mcp,1651075200000,1.0864
301088,1617120000000,1650643200000,,mcp,1650643200000,0.31
301089,1617120000000,1650556800000,,mcp,1650556800000,0.32
301090,1601395200000,1635523200000,,mcp,1635523200000,0.4489
301090,1617120000000,1651161600000,,mcp,1651161600000,0.12
301091,1601395200000,1635609600000,,mcp,1635609600000,0.3825
301091,1617120000000,1650556800000,,mcp,1650556800000,-0.21
301092,1522425600000,1556640000000,,mcp,1556640000000,0.06
301092,1617120000000,1651161600000,,mcp,1651161600000,0.24
301093,1617120000000,1651161600000,,mcp,1651161600000,0.407
301095,1632931200000,1666540800000,,mcp,1666540800000,0.173
301096,1617120000000,1650902400000,,mcp,1650902400000,0.05
301097,1617120000000,1651075200000,,mcp,1651075200000,0.26
301097,1632931200000,1666627200000,,mcp,1666627200000,1.28
301098,1617120000000,1650556800000,,mcp,1650556800000,0.5
301099,1617120000000,1650816000000,,mcp,1650816000000,0.15
301100,1617120000000,1650988800000,,mcp,1650988800000,0.25
301101,1617120000000,1650816000000,,mcp,1650816000000,0.1291
301102,1617120000000,1650988800000,,mcp,1650988800000,0.3464
301102,1632931200000,1666713600000,,mcp,1666713600000,1.0656
301103,1617120000000,1651161600000,,mcp,1651161600000,0.3069
301103,1632931200000,1666886400000,,mcp,1666886400000,0.7592
301106,1617120000000,1650816000000,,mcp,1650816000000,0.354
301108,1617120000000,1650988800000,,mcp,1650988800000,1.35
301109,1617120000000,1650988800000,,mcp,1650988800000,0.3458
301109,1632931200000,1666713600000,,mcp,1666713600000,0.9867
301110,1617120000000,1650816000000,,mcp,1650816000000,0.56
301110,1632931200000,1666886400000,,mcp,1666886400000,1.527
301111,1617120000000,1650902400000,,mcp,1650902400000,0.09
301112,1632931200000,1666713600000,,mcp,1666713600000,0.89
301113,1617120000000,1651075200000,,mcp,1651075200000,0.33
301113,1688054400000,1693411200000,,mcp,1693411200000,0.07
301115,1632931200000,1666800000000,,mcp,1666800000000,0.79
301116,1617120000000,1651075200000,,mcp,1651075200000,0.08
301117,1617120000000,1650556800000,,mcp,1650556800000,-0.1
301118,1569772800000,1605110400000,,mcp,1605110400000,0.9906
301118,1617120000000,1651161600000,,mcp,1651161600000,0.6004
301119,1617120000000,1651161600000,,mcp,1651161600000,0.21
301120,1617120000000,1651075200000,,mcp,1651075200000,0.05
301120,1632931200000,1666713600000,,mcp,1666713600000,0.28
301121,1632931200000,1666713600000,,mcp,1666713600000,1.77
301122,1617120000000,1650902400000,,mcp,1650902400000,0.52
301123,1617120000000,1650902400000,,mcp,1650902400000,0.2
301123,1688054400000,1693238400000,,mcp,1693238400000,0.04
301125,1632931200000,1666800000000,,mcp,1666800000000,0.76
301126,1617120000000,1651161600000,,mcp,1651161600000,0.13
301126,1751212800000,1756396800000,,mcp,1756396800000,0.004
301127,1617120000000,1650816000000,,mcp,1650816000000,0.07
301128,1617120000000,1650297600000,,mcp,1650297600000,0.0081
301129,1617120000000,1651075200000,,mcp,1651075200000,0.1
301130,1617120000000,1650988800000,,mcp,1650988800000,0.1745
301131,1617120000000,1651075200000,,mcp,1651075200000,0.4613
301131,1632931200000,1666886400000,,mcp,1666886400000,1.4785
301132,1632931200000,1666627200000,,mcp,1666627200000,0.68
301133,1617120000000,1651161600000,,mcp,1651161600000,0.14
301135,1617120000000,1651161600000,,mcp,1651161600000,0.17
301135,1632931200000,1666886400000,,mcp,1666886400000,0.7748
301136,1617120000000,1651161600000,,mcp,1651161600000,0.0394
301137,1617120000000,1650902400000,,mcp,1650902400000,0.13
301137,1632931200000,1666800000000,,mcp,1666800000000,0.4
301138,1617120000000,1651161600000,,mcp,1651161600000,0.22
301139,1632931200000,1666713600000,,mcp,1666713600000,0.63
301148,1617120000000,1651075200000,,mcp,1651075200000,0.36
301148,1632931200000,1666800000000,,mcp,1666800000000,1.16
301149,1617120000000,1651161600000,,mcp,1651161600000,0.14
301150,1632931200000,1666627200000,,mcp,1666627200000,3.74
301151,1617120000000,1651161600000,,mcp,1651161600000,0.24
301151,1632931200000,1666800000000,,mcp,1666800000000,1.01
301151,1703952000000,1714060800000,,mcp,1714060800000,0.5875
301152,1648656000000,1658419200000,,mcp,1658419200000,0.64
301153,1632931200000,1666886400000,,mcp,1666886400000,1.06
301155,1617120000000,1651075200000,,mcp,1651075200000,1.28
301156,1632931200000,1666713600000,,mcp,1666713600000,0.9034
301158,1617120000000,1650988800000,,mcp,1650988800000,0.0148
301159,1617120000000,1650902400000,,mcp,1650902400000,-0.22
301160,1632931200000,1666627200000,,mcp,1666627200000,1.66
301161,1632931200000,1666627200000,,mcp,1666627200000,0.5089
301162,1632931200000,1666627200000,,mcp,1666627200000,0.53
301163,1617120000000,1650902400000,,mcp,1650902400000,0.25
301163,1632931200000,1666886400000,,mcp,1666886400000,0.848
301165,1759161600000,1761062400000,,mcp,1761062400000,0.8554
301166,1617120000000,1650902400000,,mcp,1650902400000,0.33
301167,1617120000000,1650988800000,,mcp,1650988800000,0.2134
301168,1617120000000,1650902400000,,mcp,1650902400000,0.3
301169,1617120000000,1650988800000,,mcp,1650988800000,-0.23
301169,1751212800000,1756396800000,,mcp,1756396800000,-0.53
301171,1632931200000,1666627200000,,mcp,1666627200000,0.5
301175,1632931200000,1666540800000,,mcp,1666540800000,0.13
301176,1632931200000,1666886400000,,mcp,1666886400000,1.01
301177,1617120000000,1650556800000,,mcp,1650556800000,0.89
301178,1617120000000,1651075200000,,mcp,1651075200000,-0.02
301178,1696003200000,1698163200000,,mcp,1698163200000,-0.0706
301179,1617120000000,1650902400000,,mcp,1650902400000,0.12
301180,1617120000000,1650988800000,,mcp,1650988800000,0.11
301180,1696003200000,1698422400000,,mcp,1698422400000,0.08
301181,1617120000000,1650556800000,,mcp,1650556800000,0.35
301182,1617120000000,1650816000000,,mcp,1650816000000,0.0994
301183,1632931200000,1666800000000,,mcp,1666800000000,0.8782
301185,1522425600000,1556208000000,,mcp,1556208000000,-0.02
301185,1585584000000,1625760000000,,mcp,1625760000000,0.02
301185,1743350400000,1745856000000,,mcp,1745856000000,0.06
301186,1617120000000,1650556800000,,mcp,1650556800000,0.22
301187,1617120000000,1651161600000,,mcp,1651161600000,0.2789
301187,1632931200000,1666800000000,,mcp,1666800000000,0.73
301188,1617120000000,1650384000000,,mcp,1650384000000,0.14
301188,1688054400000,1693324800000,,mcp,1693324800000,0.17
301189,1617120000000,1650988800000,,mcp,1650988800000,0.56
301190,1617120000000,1651075200000,,mcp,1651075200000,0.0835
301191,1632931200000,1666627200000,,mcp,1666627200000,2.82
301193,1617120000000,1650902400000,,mcp,1650902400000,0.1602
301195,1632931200000,1665936000000,,mcp,1665936000000,1.5315
301196,1617120000000,1650902400000,,mcp,1650902400000,0.4349
301197,1632931200000,1666713600000,,mcp,1666713600000,0.18
301198,1617120000000,1650902400000,,mcp,1650902400000,0.16
301199,1617120000000,1650902400000,,mcp,1650902400000,0.0919
301200,1617120000000,1650470400000,,mcp,1650470400000,0.25
301201,1617120000000,1650297600000,,mcp,1650297600000,0.2887
301205,1632931200000,1666368000000,,mcp,1666368000000,1.2862
301206,1617120000000,1650988800000,,mcp,1650988800000,0.69
301207,1617120000000,1651161600000,,mcp,1651161600000,-0.0115
301208,1632931200000,1666800000000,,mcp,1666800000000,1.32
301209,1632931200000,1666540800000,,mcp,1666540800000,0.7857
301212,1617120000000,1651161600000,,mcp,1651161600000,0.36
301212,1632931200000,1666627200000,,mcp,1666627200000,0.87
301213,1617120000000,1651075200000,,mcp,1651075200000,-0.0795
301215,1617120000000,1649952000000,,mcp,1649952000000,0.019
301216,1617120000000,1651161600000,,mcp,1651161600000,0.56
301216,1632931200000,1666800000000,,mcp,1666800000000,1.07
301217,1617120000000,1650988800000,,mcp,1650988800000,0.12
301218,1617120000000,1651075200000,,mcp,1651075200000,-0.11
301218,1632931200000,1666713600000,,mcp,1666713600000,0.2842
301219,1617120000000,1650988800000,,mcp,1650988800000,3.14
301219,1632931200000,1666713600000,,mcp,1666713600000,4.47
301220,1632931200000,1666540800000,,mcp,1666540800000,0.99
301221,1617120000000,1650556800000,,mcp,1650556800000,0.14
301222,1617120000000,1650988800000,,mcp,1650988800000,0.24
301222,1632931200000,1666886400000,,mcp,1666886400000,0.89
301225,1703952000000,1713715200000,,mcp,1713715200000,1.27
301226,1617120000000,1651075200000,,mcp,1651075200000,0.24
301226,1632931200000,1666800000000,,mcp,1666800000000,0.89
301227,1632931200000,1666627200000,,mcp,1666627200000,1.33
301228,1617120000000,1651075200000,,mcp,1651075200000,-0.03
301228,1696003200000,1698336000000,,mcp,1698336000000,-0.57
301229,1617120000000,1650988800000,,mcp,1650988800000,0.3087
301231,1632931200000,1666886400000,,mcp,1666886400000,0.3543
301232,1759161600000,1761062400000,,mcp,1761062400000,0.61
301234,1632931200000,1666627200000,,mcp,1666627200000,1.0191
301235,1617120000000,1651075200000,,mcp,1651075200000,-0.14
301236,1617120000000,1650902400000,,mcp,1650902400000,0.22
301236,1632931200000,1666800000000,,mcp,1666800000000,1.33
301237,1617120000000,1650988800000,,mcp,1650988800000,0.62
301237,1696003200000,1698163200000,,mcp,1698163200000,0.2507
301237,1719676800000,1724947200000,,mcp,1724947200000,-0.0707
301238,1632931200000,1666972800000,,mcp,1666972800000,0.68
301239,1632931200000,1666800000000,,mcp,1666800000000,1.05
301248,1617120000000,1651075200000,,mcp,1651075200000,0.2
301248,1632931200000,1666800000000,,mcp,1666800000000,0.8878
301256,1617120000000,1650988800000,,mcp,1650988800000,0.07
301256,1632931200000,1666368000000,,mcp,1666368000000,0.1927
301256,1759161600000,1761062400000,,mcp,1761062400000,0.1106
301257,1632931200000,1666800000000,,mcp,1666800000000,0.98
301258,1617120000000,1650988800000,,mcp,1650988800000,0.39
301258,1632931200000,1666713600000,,mcp,1666713600000,1.2535
301259,1632931200000,1666713600000,,mcp,1666713600000,0.3676
301261,1703952000000,1714147200000,,mcp,1714147200000,1.69
301263,1601395200000,1636128000000,,mcp,1636128000000,0.71
301263,1617120000000,1650988800000,,mcp,1650988800000,0.1
301266,1632931200000,1666627200000,,mcp,1666627200000,0.78
301268,1617120000000,1651161600000,,mcp,1651161600000,0.09
301269,1632931200000,1666627200000,,mcp,1666627200000,0.1769
301270,1632931200000,1666713600000,,mcp,1666713600000,0.5594
301273,1632931200000,1666972800000,,mcp,1666972800000,0.89
301276,1632931200000,1666713600000,,mcp,1666713600000,1.4
301277,1759161600000,1761062400000,,mcp,1761062400000,0.2344
301278,1632931200000,1666800000000,,mcp,1666800000000,1.01
301279,1617120000000,1651161600000,,mcp,1651161600000,0.18
301279,1632931200000,1666800000000,,mcp,1666800000000,0.74
301282,1632931200000,1666713600000,,mcp,1666713600000,0.64
301283,1632931200000,1666800000000,,mcp,1666800000000,0.6512
301285,1632931200000,1666800000000,,mcp,1666800000000,0.26
301286,1632931200000,1666713600000,,mcp,1666713600000,0.43
301288,1617120000000,1651161600000,,mcp,1651161600000,0.0661
301288,1632931200000,1666627200000,,mcp,1666627200000,0.6651
301289,1632931200000,1666713600000,,mcp,1666713600000,1.24
301296,1632931200000,1666800000000,,mcp,1666800000000,0.33
301299,1632931200000,1666800000000,,mcp,1666800000000,1.0
301300,1632931200000,1666713600000,,mcp,1666713600000,1.28
301306,1632931200000,1666627200000,,mcp,1666627200000,0.49
301306,1743350400000,1745856000000,,mcp,1745856000000,-0.24
301308,1632931200000,1666713600000,,mcp,1666713600000,2.5563
301309,1632931200000,1666713600000,,mcp,1666713600000,1.11
301310,1759161600000,1761580800000,,mcp,1761580800000,0.6906
301312,1632931200000,1666627200000,,mcp,1666627200000,3.38
301316,1632931200000,1666886400000,,mcp,1666886400000,0.1219
301318,1632931200000,1666886400000,,mcp,1666886400000,2.39
301319,1632931200000,1666886400000,,mcp,1666886400000,1.4219
301326,1632931200000,1666800000000,,mcp,1666800000000,1.49
301327,1632931200000,1666886400000,,mcp,1666886400000,2.98
301327,1688054400000,1692374400000,,mcp,1692374400000,-0.51
301328,1632931200000,1666540800000,,mcp,1666540800000,1.41
301328,1696003200000,1698422400000,,mcp,1698422400000,0.92
301329,1727625600000,1730304000000,,mcp,1730304000000,0.29
301330,1632931200000,1666886400000,,mcp,1666886400000,1.1527
301331,1632931200000,1666800000000,,mcp,1666800000000,1.245
301331,1703952000000,1713715200000,,mcp,1713715200000,1.2317
301333,1632931200000,1666800000000,,mcp,1666800000000,1.57
301336,1632931200000,1666713600000,,mcp,1666713600000,1.72
301338,1632931200000,1666800000000,,mcp,1666800000000,1.51
301339,1632931200000,1666713600000,,mcp,1666713600000,0.3968
301349,1632931200000,1666627200000,,mcp,1666627200000,2.15
